--------5.results/QE_150508_32/QE_150508_32.sqlite3---------
-------------Discriminative peptides per spname-------------
Cumulative Count       % Rank                 Description                             
2          0      100.00 species group        Streptococcus anginosus group           
1          1      100.00 subspecies           Streptococcus constellatus subsp. pharyngis
1669       74      99.46 family               Streptococcaceae                        
1594       1320    99.44 genus                Streptococcus                           
263        260     94.27 species              Streptococcus pneumoniae                
2          0       16.67 no rank              Streptococcus gordonii str. Challis     
2          2       16.67 no rank              Streptococcus gordonii str. Challis substr. CH1
1          1        8.33 no rank              [Eubacterium] eligens ATCC 27750        
1          1        8.33 no rank              Streptococcus oralis Uo5                
1          1        8.33 no rank              Streptococcus parauberis KCTC 11537     
1          1        8.33 no rank              Streptococcus pneumoniae 670-6B         
1          1        8.33 no rank              Streptococcus pneumoniae gamPNI0373     
1          1        8.33 no rank              Streptococcus pneumoniae P1031          
1          1        8.33 no rank              Streptococcus uberis 0140J              
1          1        8.33 no rank              Thermodesulfobium narugense DSM 14796   
2          0        0.72 species              Streptococcus gordonii                  
2          2        0.72 species              Streptococcus thermophilus              
1          0        0.36 species              [Eubacterium] eligens                   
1          1        0.36 species              Clostridium kluyveri                    
1          1        0.36 species              Lactobacillus reuteri                   
1          1        0.36 species              Lactococcus lactis                      
1          1        0.36 species              Streptococcus anginosus                 
1          0        0.36 species              Streptococcus constellatus              
1          0        0.36 species              Streptococcus oralis                    
1          1        0.36 species              Streptococcus parasanguinis             
1          0        0.36 species              Streptococcus parauberis                
1          1        0.36 species              Streptococcus suis                      
1          0        0.36 species              Streptococcus uberis                    
1          0        0.36 species              Thermodesulfobium narugense             
2          1        0.12 genus                Clostridium                             
2          1        0.12 genus                Lactobacillus                           
2          0        0.12 family               Clostridiaceae                          
2          0        0.12 family               Lactobacillaceae                        
1          1        0.06 genus                Bacillus                                
1          1        0.06 genus                Enterococcus                            
1          0        0.06 genus                Eubacterium                             
1          0        0.06 genus                Lactococcus                             
1          0        0.06 genus                Thermodesulfobium                       
1          0        0.06 family               Bacillaceae                             
1          0        0.06 family               Enterococcaceae                         
1          0        0.06 family               Eubacteriaceae                          
1          1        0.06 family               Lachnospiraceae                         
1          0        0.06 family               Thermodesulfobiaceae                    
